days,current,gold,I3source,I3target,Isource,Itarget,pHsource,pHtarget
0.8229166666666665,5.2,,,,,,,
1.09375,6.6,,,,,,,12.2
3.892361111111111,6.8,,,,,,,12.7
4.96875,7.4,0.0,12.836841037120832,0.0,36.49247598174421,1.9220699924600615,1.4,12.1
6.885416666666665,9.0,,,,,,1.9,12.5
8.100694444444445,10.1,,,,,,2.0,12.3
11.017361111111109,11.3,,,,,,1.7,12.8
12.059027777777777,12.3,,,,,,2.2,12.3
13.829861111111112,13.7,0.0,9.09024509623524,0.0,31.706881640889986,6.32068726099568,2.1,12.5
13.829861111111112,13.7,0.0,9.09024509623524,0.0,31.706881640889986,6.32068726099568,2.1,6.2
13.829861111111112,13.7,0.0,9.09024509623524,0.0,31.706881640889986,6.32068726099568,2.8,12.5
13.829861111111112,13.7,0.0,9.09024509623524,0.0,31.706881640889986,6.32068726099568,2.8,6.2
13.829861111111112,13.7,0.0,9.09024509623524,0.0,31.706881640889986,0.0,2.1,12.5
13.829861111111112,13.7,0.0,9.09024509623524,0.0,31.706881640889986,0.0,2.1,6.2
13.829861111111112,13.7,0.0,9.09024509623524,0.0,31.706881640889986,0.0,2.8,12.5
13.829861111111112,13.7,0.0,9.09024509623524,0.0,31.706881640889986,0.0,2.8,6.2
13.829861111111112,13.7,0.0,9.09024509623524,0.0,45.0,6.32068726099568,2.1,12.5
13.829861111111112,13.7,0.0,9.09024509623524,0.0,45.0,6.32068726099568,2.1,6.2
13.829861111111112,13.7,0.0,9.09024509623524,0.0,45.0,6.32068726099568,2.8,12.5
13.829861111111112,13.7,0.0,9.09024509623524,0.0,45.0,6.32068726099568,2.8,6.2
13.829861111111112,13.7,0.0,9.09024509623524,0.0,45.0,0.0,2.1,12.5
13.829861111111112,13.7,0.0,9.09024509623524,0.0,45.0,0.0,2.1,6.2
13.829861111111112,13.7,0.0,9.09024509623524,0.0,45.0,0.0,2.8,12.5
13.829861111111112,13.7,0.0,9.09024509623524,0.0,45.0,0.0,2.8,6.2
13.829861111111112,13.7,0.0,18.0,0.0,31.706881640889986,6.32068726099568,2.1,12.5
13.829861111111112,13.7,0.0,18.0,0.0,31.706881640889986,6.32068726099568,2.1,6.2
13.829861111111112,13.7,0.0,18.0,0.0,31.706881640889986,6.32068726099568,2.8,12.5
13.829861111111112,13.7,0.0,18.0,0.0,31.706881640889986,6.32068726099568,2.8,6.2
13.829861111111112,13.7,0.0,18.0,0.0,31.706881640889986,0.0,2.1,12.5
13.829861111111112,13.7,0.0,18.0,0.0,31.706881640889986,0.0,2.1,6.2
13.829861111111112,13.7,0.0,18.0,0.0,31.706881640889986,0.0,2.8,12.5
13.829861111111112,13.7,0.0,18.0,0.0,31.706881640889986,0.0,2.8,6.2
13.829861111111112,13.7,0.0,18.0,0.0,45.0,6.32068726099568,2.1,12.5
13.829861111111112,13.7,0.0,18.0,0.0,45.0,6.32068726099568,2.1,6.2
13.829861111111112,13.7,0.0,18.0,0.0,45.0,6.32068726099568,2.8,12.5
13.829861111111112,13.7,0.0,18.0,0.0,45.0,6.32068726099568,2.8,6.2
13.829861111111112,13.7,0.0,18.0,0.0,45.0,0.0,2.1,12.5
13.829861111111112,13.7,0.0,18.0,0.0,45.0,0.0,2.1,6.2
13.829861111111112,13.7,0.0,18.0,0.0,45.0,0.0,2.8,12.5
13.829861111111112,13.7,0.0,18.0,0.0,45.0,0.0,2.8,6.2
13.829861111111112,8.4,0.0,9.09024509623524,0.0,31.706881640889986,6.32068726099568,2.1,12.5
13.829861111111112,8.4,0.0,9.09024509623524,0.0,31.706881640889986,6.32068726099568,2.1,6.2
13.829861111111112,8.4,0.0,9.09024509623524,0.0,31.706881640889986,6.32068726099568,2.8,12.5
13.829861111111112,8.4,0.0,9.09024509623524,0.0,31.706881640889986,6.32068726099568,2.8,6.2
13.829861111111112,8.4,0.0,9.09024509623524,0.0,31.706881640889986,0.0,2.1,12.5
13.829861111111112,8.4,0.0,9.09024509623524,0.0,31.706881640889986,0.0,2.1,6.2
13.829861111111112,8.4,0.0,9.09024509623524,0.0,31.706881640889986,0.0,2.8,12.5
13.829861111111112,8.4,0.0,9.09024509623524,0.0,31.706881640889986,0.0,2.8,6.2
13.829861111111112,8.4,0.0,9.09024509623524,0.0,45.0,6.32068726099568,2.1,12.5
13.829861111111112,8.4,0.0,9.09024509623524,0.0,45.0,6.32068726099568,2.1,6.2
13.829861111111112,8.4,0.0,9.09024509623524,0.0,45.0,6.32068726099568,2.8,12.5
13.829861111111112,8.4,0.0,9.09024509623524,0.0,45.0,6.32068726099568,2.8,6.2
13.829861111111112,8.4,0.0,9.09024509623524,0.0,45.0,0.0,2.1,12.5
13.829861111111112,8.4,0.0,9.09024509623524,0.0,45.0,0.0,2.1,6.2
13.829861111111112,8.4,0.0,9.09024509623524,0.0,45.0,0.0,2.8,12.5
13.829861111111112,8.4,0.0,9.09024509623524,0.0,45.0,0.0,2.8,6.2
13.829861111111112,8.4,0.0,18.0,0.0,31.706881640889986,6.32068726099568,2.1,12.5
13.829861111111112,8.4,0.0,18.0,0.0,31.706881640889986,6.32068726099568,2.1,6.2
13.829861111111112,8.4,0.0,18.0,0.0,31.706881640889986,6.32068726099568,2.8,12.5
13.829861111111112,8.4,0.0,18.0,0.0,31.706881640889986,6.32068726099568,2.8,6.2
13.829861111111112,8.4,0.0,18.0,0.0,31.706881640889986,0.0,2.1,12.5
13.829861111111112,8.4,0.0,18.0,0.0,31.706881640889986,0.0,2.1,6.2
13.829861111111112,8.4,0.0,18.0,0.0,31.706881640889986,0.0,2.8,12.5
13.829861111111112,8.4,0.0,18.0,0.0,31.706881640889986,0.0,2.8,6.2
13.829861111111112,8.4,0.0,18.0,0.0,45.0,6.32068726099568,2.1,12.5
13.829861111111112,8.4,0.0,18.0,0.0,45.0,6.32068726099568,2.1,6.2
13.829861111111112,8.4,0.0,18.0,0.0,45.0,6.32068726099568,2.8,12.5
13.829861111111112,8.4,0.0,18.0,0.0,45.0,6.32068726099568,2.8,6.2
13.829861111111112,8.4,0.0,18.0,0.0,45.0,0.0,2.1,12.5
13.829861111111112,8.4,0.0,18.0,0.0,45.0,0.0,2.1,6.2
13.829861111111112,8.4,0.0,18.0,0.0,45.0,0.0,2.8,12.5
13.829861111111112,8.4,0.0,18.0,0.0,45.0,0.0,2.8,6.2
13.850694444444445,7.0,,,,,,,
13.996527777777777,6.5,,,,,,,10.7
14.73611111111111,5.0,,,,,,2.5,2.5
16.77777777777778,12.5,,,,,,2.1,12.0
17.98611111111111,18.1,,,,,,2.4,11.8
18.850694444444446,17.0,,,,,,2.6,10.3
20.725694444444446,23.2,0.0,,0.0,,15.015900803348623,2.3,12.2
20.725694444444446,23.2,0.0,,0.0,,0.0,2.3,12.2
21.725694444444446,27.4,,,,,,2.2,12.1
23.725694444444446,37.8,,,,,,2.2,12.3
24.725694444444446,40.0,,,,,,2.2,12.0
26.163194444444446,40.0,0.0,4.071210582079497,0.0,40.552988691117775,15.309574942951741,2.7,11.6
26.163194444444446,40.0,0.0,4.071210582079497,0.0,40.552988691117775,0.0,2.7,11.6
32.10069444444445,40.0,0.28919999999999996,0.3918941041381824,0.0,36.252013149277055,15.547919825729696,3.0,2.1
32.10069444444445,40.0,0.28919999999999996,0.3918941041381824,0.0,36.252013149277055,15.547919825729696,3.0,1.9
32.10069444444445,40.0,0.28919999999999996,0.3918941041381824,0.0,36.252013149277055,15.547919825729696,4.9,2.1
32.10069444444445,40.0,0.28919999999999996,0.3918941041381824,0.0,36.252013149277055,15.547919825729696,4.9,1.9
32.10069444444445,40.0,0.28919999999999996,0.3918941041381824,0.0,36.252013149277055,0.0,3.0,2.1
32.10069444444445,40.0,0.28919999999999996,0.3918941041381824,0.0,36.252013149277055,0.0,3.0,1.9
32.10069444444445,40.0,0.28919999999999996,0.3918941041381824,0.0,36.252013149277055,0.0,4.9,2.1
32.10069444444445,40.0,0.28919999999999996,0.3918941041381824,0.0,36.252013149277055,0.0,4.9,1.9
32.10069444444445,40.0,0.28919999999999996,0.3918941041381824,0.0,47.86342975613616,15.547919825729696,3.0,2.1
32.10069444444445,40.0,0.28919999999999996,0.3918941041381824,0.0,47.86342975613616,15.547919825729696,3.0,1.9
32.10069444444445,40.0,0.28919999999999996,0.3918941041381824,0.0,47.86342975613616,15.547919825729696,4.9,2.1
32.10069444444445,40.0,0.28919999999999996,0.3918941041381824,0.0,47.86342975613616,15.547919825729696,4.9,1.9
32.10069444444445,40.0,0.28919999999999996,0.3918941041381824,0.0,47.86342975613616,0.0,3.0,2.1
32.10069444444445,40.0,0.28919999999999996,0.3918941041381824,0.0,47.86342975613616,0.0,3.0,1.9
32.10069444444445,40.0,0.28919999999999996,0.3918941041381824,0.0,47.86342975613616,0.0,4.9,2.1
32.10069444444445,40.0,0.28919999999999996,0.3918941041381824,0.0,47.86342975613616,0.0,4.9,1.9
32.10069444444445,40.0,0.28919999999999996,0.3918941041381824,0.0,44.0,15.547919825729696,3.0,2.1
32.10069444444445,40.0,0.28919999999999996,0.3918941041381824,0.0,44.0,15.547919825729696,3.0,1.9
32.10069444444445,40.0,0.28919999999999996,0.3918941041381824,0.0,44.0,15.547919825729696,4.9,2.1
32.10069444444445,40.0,0.28919999999999996,0.3918941041381824,0.0,44.0,15.547919825729696,4.9,1.9
32.10069444444445,40.0,0.28919999999999996,0.3918941041381824,0.0,44.0,0.0,3.0,2.1
32.10069444444445,40.0,0.28919999999999996,0.3918941041381824,0.0,44.0,0.0,3.0,1.9
32.10069444444445,40.0,0.28919999999999996,0.3918941041381824,0.0,44.0,0.0,4.9,2.1
32.10069444444445,40.0,0.28919999999999996,0.3918941041381824,0.0,44.0,0.0,4.9,1.9
32.10069444444445,40.0,0.28919999999999996,13.680453152526212,0.0,36.252013149277055,15.547919825729696,3.0,2.1
32.10069444444445,40.0,0.28919999999999996,13.680453152526212,0.0,36.252013149277055,15.547919825729696,3.0,1.9
32.10069444444445,40.0,0.28919999999999996,13.680453152526212,0.0,36.252013149277055,15.547919825729696,4.9,2.1
32.10069444444445,40.0,0.28919999999999996,13.680453152526212,0.0,36.252013149277055,15.547919825729696,4.9,1.9
32.10069444444445,40.0,0.28919999999999996,13.680453152526212,0.0,36.252013149277055,0.0,3.0,2.1
32.10069444444445,40.0,0.28919999999999996,13.680453152526212,0.0,36.252013149277055,0.0,3.0,1.9
32.10069444444445,40.0,0.28919999999999996,13.680453152526212,0.0,36.252013149277055,0.0,4.9,2.1
32.10069444444445,40.0,0.28919999999999996,13.680453152526212,0.0,36.252013149277055,0.0,4.9,1.9
32.10069444444445,40.0,0.28919999999999996,13.680453152526212,0.0,47.86342975613616,15.547919825729696,3.0,2.1
32.10069444444445,40.0,0.28919999999999996,13.680453152526212,0.0,47.86342975613616,15.547919825729696,3.0,1.9
32.10069444444445,40.0,0.28919999999999996,13.680453152526212,0.0,47.86342975613616,15.547919825729696,4.9,2.1
32.10069444444445,40.0,0.28919999999999996,13.680453152526212,0.0,47.86342975613616,15.547919825729696,4.9,1.9
32.10069444444445,40.0,0.28919999999999996,13.680453152526212,0.0,47.86342975613616,0.0,3.0,2.1
32.10069444444445,40.0,0.28919999999999996,13.680453152526212,0.0,47.86342975613616,0.0,3.0,1.9
32.10069444444445,40.0,0.28919999999999996,13.680453152526212,0.0,47.86342975613616,0.0,4.9,2.1
32.10069444444445,40.0,0.28919999999999996,13.680453152526212,0.0,47.86342975613616,0.0,4.9,1.9
32.10069444444445,40.0,0.28919999999999996,13.680453152526212,0.0,44.0,15.547919825729696,3.0,2.1
32.10069444444445,40.0,0.28919999999999996,13.680453152526212,0.0,44.0,15.547919825729696,3.0,1.9
32.10069444444445,40.0,0.28919999999999996,13.680453152526212,0.0,44.0,15.547919825729696,4.9,2.1
32.10069444444445,40.0,0.28919999999999996,13.680453152526212,0.0,44.0,15.547919825729696,4.9,1.9
32.10069444444445,40.0,0.28919999999999996,13.680453152526212,0.0,44.0,0.0,3.0,2.1
32.10069444444445,40.0,0.28919999999999996,13.680453152526212,0.0,44.0,0.0,3.0,1.9
32.10069444444445,40.0,0.28919999999999996,13.680453152526212,0.0,44.0,0.0,4.9,2.1
32.10069444444445,40.0,0.28919999999999996,13.680453152526212,0.0,44.0,0.0,4.9,1.9
32.10069444444445,40.0,0.28919999999999996,17.6,0.0,36.252013149277055,15.547919825729696,3.0,2.1
32.10069444444445,40.0,0.28919999999999996,17.6,0.0,36.252013149277055,15.547919825729696,3.0,1.9
32.10069444444445,40.0,0.28919999999999996,17.6,0.0,36.252013149277055,15.547919825729696,4.9,2.1
32.10069444444445,40.0,0.28919999999999996,17.6,0.0,36.252013149277055,15.547919825729696,4.9,1.9
32.10069444444445,40.0,0.28919999999999996,17.6,0.0,36.252013149277055,0.0,3.0,2.1
32.10069444444445,40.0,0.28919999999999996,17.6,0.0,36.252013149277055,0.0,3.0,1.9
32.10069444444445,40.0,0.28919999999999996,17.6,0.0,36.252013149277055,0.0,4.9,2.1
32.10069444444445,40.0,0.28919999999999996,17.6,0.0,36.252013149277055,0.0,4.9,1.9
32.10069444444445,40.0,0.28919999999999996,17.6,0.0,47.86342975613616,15.547919825729696,3.0,2.1
32.10069444444445,40.0,0.28919999999999996,17.6,0.0,47.86342975613616,15.547919825729696,3.0,1.9
32.10069444444445,40.0,0.28919999999999996,17.6,0.0,47.86342975613616,15.547919825729696,4.9,2.1
32.10069444444445,40.0,0.28919999999999996,17.6,0.0,47.86342975613616,15.547919825729696,4.9,1.9
32.10069444444445,40.0,0.28919999999999996,17.6,0.0,47.86342975613616,0.0,3.0,2.1
32.10069444444445,40.0,0.28919999999999996,17.6,0.0,47.86342975613616,0.0,3.0,1.9
32.10069444444445,40.0,0.28919999999999996,17.6,0.0,47.86342975613616,0.0,4.9,2.1
32.10069444444445,40.0,0.28919999999999996,17.6,0.0,47.86342975613616,0.0,4.9,1.9
32.10069444444445,40.0,0.28919999999999996,17.6,0.0,44.0,15.547919825729696,3.0,2.1
32.10069444444445,40.0,0.28919999999999996,17.6,0.0,44.0,15.547919825729696,3.0,1.9
32.10069444444445,40.0,0.28919999999999996,17.6,0.0,44.0,15.547919825729696,4.9,2.1
32.10069444444445,40.0,0.28919999999999996,17.6,0.0,44.0,15.547919825729696,4.9,1.9
32.10069444444445,40.0,0.28919999999999996,17.6,0.0,44.0,0.0,3.0,2.1
32.10069444444445,40.0,0.28919999999999996,17.6,0.0,44.0,0.0,3.0,1.9
32.10069444444445,40.0,0.28919999999999996,17.6,0.0,44.0,0.0,4.9,2.1
32.10069444444445,40.0,0.28919999999999996,17.6,0.0,44.0,0.0,4.9,1.9
35.56250000000001,40.0,2.366,6.061804054427812,0.0,29.275453374136845,35.95574318327613,3.0,5.4
35.56250000000001,40.0,2.366,6.061804054427812,0.0,29.275453374136845,0.0,3.0,5.4
35.56250000000001,40.0,2.366,6.061804054427812,0.0,46.66198511698118,35.95574318327613,3.0,5.4
35.56250000000001,40.0,2.366,6.061804054427812,0.0,46.66198511698118,0.0,3.0,5.4
35.56250000000001,40.0,2.366,16.559740868711526,0.0,29.275453374136845,35.95574318327613,3.0,5.4
35.56250000000001,40.0,2.366,16.559740868711526,0.0,29.275453374136845,0.0,3.0,5.4
35.56250000000001,40.0,2.366,16.559740868711526,0.0,46.66198511698118,35.95574318327613,3.0,5.4
35.56250000000001,40.0,2.366,16.559740868711526,0.0,46.66198511698118,0.0,3.0,5.4
36.51388888888889,40.0,8.530000000000001,,0.12081737339436517,,15.14472469530988,,
38.565972222222236,40.0,12.532,,0.3932280155435899,,31.088129553581286,3.0,7.599999999999999
42.32638888888889,40.0,14.8552,5.531559201714782,0.5235424202692087,16.035394033254395,46.617651782271295,2.7,5.9
47.74305555555557,40.0,19.806,2.684897569486992,0.31842649528547473,9.098175736996685,54.28852625980059,2.6,5.4
47.74305555555557,40.0,19.806,2.684897569486992,0.31842649528547473,9.098175736996685,54.28852625980059,2.6,6.0
47.74305555555557,40.0,19.806,2.684897569486992,0.31842649528547473,9.098175736996685,0.0,2.6,5.4
47.74305555555557,40.0,19.806,2.684897569486992,0.31842649528547473,9.098175736996685,0.0,2.6,6.0
47.74305555555557,40.0,19.806,2.684897569486992,0.0,9.098175736996685,54.28852625980059,2.6,5.4
47.74305555555557,40.0,19.806,2.684897569486992,0.0,9.098175736996685,54.28852625980059,2.6,6.0
47.74305555555557,40.0,19.806,2.684897569486992,0.0,9.098175736996685,0.0,2.6,5.4
47.74305555555557,40.0,19.806,2.684897569486992,0.0,9.098175736996685,0.0,2.6,6.0
49.22916666666668,40.0,,0.4814829306581114,,8.569422708863238,,2.4,8.699999999999998
49.22916666666668,40.0,,0.4814829306581114,,8.569422708863238,,2.4,3.2
49.22916666666668,40.0,,0.4814829306581114,,8.569422708863238,,3.0,8.699999999999998
49.22916666666668,40.0,,0.4814829306581114,,8.569422708863238,,3.0,3.2
49.22916666666668,40.0,,0.4814829306581114,,44.950741928713605,,2.4,8.699999999999998
49.22916666666668,40.0,,0.4814829306581114,,44.950741928713605,,2.4,3.2
49.22916666666668,40.0,,0.4814829306581114,,44.950741928713605,,3.0,8.699999999999998
49.22916666666668,40.0,,0.4814829306581114,,44.950741928713605,,3.0,3.2
49.22916666666668,40.0,,17.32167862850846,,8.569422708863238,,2.4,8.699999999999998
49.22916666666668,40.0,,17.32167862850846,,8.569422708863238,,2.4,3.2
49.22916666666668,40.0,,17.32167862850846,,8.569422708863238,,3.0,8.699999999999998
49.22916666666668,40.0,,17.32167862850846,,8.569422708863238,,3.0,3.2
49.22916666666668,40.0,,17.32167862850846,,44.950741928713605,,2.4,8.699999999999998
49.22916666666668,40.0,,17.32167862850846,,44.950741928713605,,2.4,3.2
49.22916666666668,40.0,,17.32167862850846,,44.950741928713605,,3.0,8.699999999999998
49.22916666666668,40.0,,17.32167862850846,,44.950741928713605,,3.0,3.2
50.22916666666668,40.0,21.6195,,0.6956469317050589,,18.459515167516038,2.7,3.9
50.22916666666668,40.0,21.6195,,0.6956469317050589,,18.459515167516038,2.7,2.9
52.22916666666668,40.0,23.2463,,1.8591129157132027,,32.812430100971845,2.5,4.0
53.16666666666668,40.0,24.2283,10.159410673617655,2.076856080118505,18.369364987405472,36.649944434205594,2.6,4.8
53.437500000000014,40.0,,,,,,2.6,3.8
53.4375,40.0,,,,,,,
54.47916666666668,40.0,26.6707,7.113516604011126,1.9810589855405172,15.69772938273184,41.48271018317575,2.4,4.4
54.47916666666668,40.0,26.6707,7.113516604011126,1.9810589855405172,15.69772938273184,0.0,2.4,4.4
54.47916666666668,40.0,26.6707,7.113516604011126,1.9810589855405172,47.2319713562928,41.48271018317575,2.4,4.4
54.47916666666668,40.0,26.6707,7.113516604011126,1.9810589855405172,47.2319713562928,0.0,2.4,4.4
54.47916666666668,40.0,26.6707,7.113516604011126,0.0,15.69772938273184,41.48271018317575,2.4,4.4
54.47916666666668,40.0,26.6707,7.113516604011126,0.0,15.69772938273184,0.0,2.4,4.4
54.47916666666668,40.0,26.6707,7.113516604011126,0.0,47.2319713562928,41.48271018317575,2.4,4.4
54.47916666666668,40.0,26.6707,7.113516604011126,0.0,47.2319713562928,0.0,2.4,4.4
54.47916666666668,40.0,26.6707,14.681674895136595,1.9810589855405172,15.69772938273184,41.48271018317575,2.4,4.4
54.47916666666668,40.0,26.6707,14.681674895136595,1.9810589855405172,15.69772938273184,0.0,2.4,4.4
54.47916666666668,40.0,26.6707,14.681674895136595,1.9810589855405172,47.2319713562928,41.48271018317575,2.4,4.4
54.47916666666668,40.0,26.6707,14.681674895136595,1.9810589855405172,47.2319713562928,0.0,2.4,4.4
54.47916666666668,40.0,26.6707,14.681674895136595,0.0,15.69772938273184,41.48271018317575,2.4,4.4
54.47916666666668,40.0,26.6707,14.681674895136595,0.0,15.69772938273184,0.0,2.4,4.4
54.47916666666668,40.0,26.6707,14.681674895136595,0.0,47.2319713562928,41.48271018317575,2.4,4.4
54.47916666666668,40.0,26.6707,14.681674895136595,0.0,47.2319713562928,0.0,2.4,4.4
54.65625,40.0,,,,,,3.4,2.9
54.9375,40.0,,,,,,2.9,3.9
54.94097222222222,40.0,,,,,,,3.0
55.87847222222222,40.0,,,,,,2.7,4.6
56.135416666666664,40.0,,,,,,2.9,6.3
56.13888888888889,40.0,,,,,,,2.9
57.864583333333336,40.0,,,,,,2.7,3.9
57.86805555555556,40.0,,,,,,,3.1
58.39930555555556,40.0,,,,,,2.6,4.7
58.402777777777764,40.0,,,,,,3.0,
59.652777777777764,40.0,,,,,,2.7,
59.656249999999986,40.0,,,,,,3.1,
61.42708333333332,40.0,,,,,,2.9,3.4
61.42708333333332,40.0,,,,,,3.0,3.4
61.781249999999986,40.0,,,,,,2.8,4.4
62.312499999999986,40.0,,,,,,3.0,6.5
62.31597222222221,40.0,,,,,,,4.1
62.746527777777764,40.0,,,,,,2.9,5.7
0.0,,0.0,14.9154274232903,0.0,38.38002619672549,0.0,3.0,7.5
56.121527777777786,,27.4051,,0.33811174645935377,,14.578513218879353,,
61.42708333333335,,28.4603,5.926750432509596,0.917982500092025,26.762296301891976,32.028421138722834,,
62.468750000000014,,28.4603,,0.0,,0.0,,
63.78819444444444,,29.492999999999995,,0.6366225501898838,,16.35305699431891,,
4.970833333333332,,,,,,,3.1,2.0
6.8875,,,,,,,3.5,2.7
8.102083333333331,,,,,,,3.7,2.4
11.01875,,,,,,,3.5,3.0
12.060416666666665,,,,,,,3.6,2.5
13.83125,,,,,,,3.1,9.8
16.77916666666666,,,,,,,3.4,2.3
17.9875,,,,,,,3.4,2.0
18.85208333333333,,,,,,,3.3,2.2
20.746666666666663,,,,,,,2.8,2.6
21.727083333333336,,,,,,,3.8,1.9
23.72708333333334,,,,,,,3.4,2.2
24.72708333333334,,,,,,,3.7,1.6
25.85208333333334,,,,,,,2.7,2.6
25.85208333333334,,,,,,,3.8,2.6
26.18333333333333,,,,,,,3.7,3.0
27.39166666666666,,,,,,,2.3,10.9
27.43541666666667,,,,,,,3.6,1.7
29.39375,,,,,,,2.3,2.0
29.395833333333325,,,,,,,3.6,
30.102083333333336,,,,,,,2.4,4.4
29.14375,,,,,,,3.6,11.3
30.395833333333325,,,,,,,2.6,5.8
30.416666666666668,,,,,,,3.9,2.7
31.0625,,,,,,,2.9,10.8
31.079166666666662,,,,,,,3.8,1.8
33.24652777777778,,,,,,,2.0,4.0
33.25,,,,,,,6.1,2.6
34.28819444444445,,,,,,,3.9,9.9
35.267361111111114,,,,,,,2.3,3.4
35.27083333333333,,,,,,,3.4,
35.70833333333333,,,,,,,4.1,9.5
36.576388888888886,,,,,,,2.4,6.3
36.576388888888886,,,,,,,2.4,3.3
36.576388888888886,,,,,,,5.7,6.3
36.576388888888886,,,,,,,5.7,3.3
37.295138888888886,,,,,,,3.6,6.1
37.295138888888886,,,,,,,3.6,3.0
37.295138888888886,,,,,,,4.8,6.1
37.295138888888886,,,,,,,4.8,3.0
38.56875,,,,,,,4.3,3.4
39.24305555555557,,,,,,,3.3,8.9
40.24305555555557,,,,,,,2.9,4.2
40.24583333333332,,,,,,,3.1,3.3
43.597222222222236,,,,,,,2.7,10.5
43.597222222222236,,,,,,,2.7,3.4
44.534722222222236,,,,,,,2.6,4.1
44.534722222222236,,,,,,,2.6,3.2
44.534722222222236,,,,,,,3.0,4.1
44.534722222222236,,,,,,,3.0,3.2
46.534722222222236,,,,,,,2.8,4.8
48.645833333333336,,,,,,,2.7,5.8
48.895833333333336,,,,,,,2.7,6.3
1.0958333333333337,,,,,,,,3.3
3.89375,,,,,,,,3.8
14.0,,,,,,,,2.0
27.1,,,,,,,,11.7
27.10208333333334,,,,,,,,2.9
29.145833333333325,,,,,,,,1.9
34.291666666666664,,,,,,,,1.9
35.729166666666664,,,,,,,,3.0
39.24583333333332,,,,,,,,4.7
39.49305555555557,,,,,,,,5.8
39.49305555555557,,,,,,,,3.2
47.95138888888889,,,,,,,,7.1
47.95138888888889,,,,,,,,3.1
1.25,,,,,,,,5.5
1.2534722222222223,,,,,,,,3.4
3.024305555555556,,,,,,,,5.0
